name,current_bid,opening_bid,estimate_bid,buy_it_now,end_time,description,images,url,commission,vat_rate,has_buy_it_now,has_estimate,has_current_bid,has_opening_bid,ebay_lowest_price,suggested_price,price_source,ebay_url,google_url,all_prices
AS NEW SENNHEISER HD 250BT WIRELESS HEADPHONES (EAN: 4044155252507).,15,16,15 GBP - 30 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:03 GMT",As new Sennheiser HD 250BT Wireless Headphones (EAN: 4044155252507).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/418806a8-b38f-433d-ac15-b28101040527.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-43661b45-6258-4e82-af93-b28000e5f555,25.00,20.00,,TRUE,TRUE,TRUE,,,ebay_sold,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,,"['£6.99', '£199.00', '£3.46', '£34.99', '£630.00', '£11.31', '£84.08', '£45.00']"
AS NEW SENNHEISER ACCENTUM WIRELESS ANC HEADPHONES (EAN: 4260752330558).,30,35,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:04 GMT",As new Sennheiser ACCENTUM Wireless ANC Headphones (EAN: 4260752330558).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/cdfa7151-094c-4d84-9983-b281010edb1d.png?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-9cb253ef-8d0c-44a4-b0a7-b28000e5f72f,25.00,20.00,,TRUE,TRUE,TRUE,£248.27,£243.30,ebay_sold,https://www.ebay.co.uk/itm/335790557060?_skw=as+sennheiser+accentum+wireless+anc+headphones+.&epid=6068367989&itmmeta=01JKYN67FHANZFKYQZ12YT4472&hash=item4e2ead4784:g:Fv8AAOSwG-lnfxrK&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1c770jt5uyHbTe7JxiYp4gcn6UcvpV%2BQY90N059NuZQn92AVBnhWuuSqGJnmoP1fMiB2ZC1wnn5eC%2Bghd1joYruqA81iGMDqK0CBtjJ%2Bbs2I8LUDPs70vaaFdqWei1od5%2FpDwOXfce80R9U0anZk0ZQ5C65MBAU6Jz3l0IcY%2B6DKkSwZpnhx8f5jcj5vd2DXSQXj7nqXyyhWi9LvQ%2B0fPltIWz72CZPzC0Ge2978pItc8YO%2BigStnR%2BLCv7bCNGGYfdw41mkdjLjKYbUI3OMfzl%2BS030DN%2F0hfB8NN2RX%2BlvA%3D%3D%7Ctkp%3ABk9SR_D3mNWfZQ,,"['£87.74', '£72.30', '£248.27', '£84.20', '£81.15', '£55.00', '£100.84', '£120.51']"
"AS NEW LENOVO IDEAPAD SLIM 3 14"" FHD LAPTOP IN ABYSS BLUE WITH INTEL N100, 4GB RAM, 128GB SSD, WINDO",30,35,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:04 GMT","As new Lenovo IdeaPad Slim 3 14"" FHD Laptop in Abyss Blue with Intel N100, 4GB RAM, 128GB SSD, Windows 11 Home in S mode (Box open, UK charger included) (EAN:197530716515 S/N: SPF4LP3FD).",['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/8b1f5c9c-0a62-4b8d-a2fe-b281010407ef.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-a99f4678-4d5d-4651-97b0-b28000e5f7ba,25.00,20.00,,TRUE,TRUE,TRUE,£128.55,£125.98,ebay_sold,https://www.ebay.co.uk/itm/296817632763?_skw=as+lenovo+ideapad+slim+14%22+fhd+laptop+in+abyss+blue+with+intel+n100%2C+4gb+ram%2C+128gb+ssd%2C+windo&itmmeta=01JKYN5DABQD862BYK81ZAVTSZ&hash=item451bb5a5fb:g:WWwAAOSwh9RnNoGA&itmprp=enc%3AAQAKAAABQFkggFvd1GGDu0w3yXCmi1cC6O%2FZjTQPLFwG832kAF5THCbCOSstgiXLwGbt%2BJv9oKWHjFyZ%2FqM9KWeT65yvJh59KTFtOvlbc7mZtbEJ76wEfcxebw54y3TgvnwhFJh2eBfNOd%2B%2B09PkqSHakeRTdz12Hyp9tLCndebDz%2FR2gE%2Fd3VK6Fu9kDdCyqw%2BX0rV4kZpP4SEtvq4UgfVxHwHhRkU3Y2b7q5%2BkO00MrrAgZL6FGCqeIFidLkwBeFEHCPVls9Yvu%2FRWTLIemOqiEaxDmzcN6y0YLdnCGtZXmxCZDTc%2B5bSGgs82eX7EJNpOC1XCwQpmvdL2SIEA17yw0Q55XFVxI9QFYaRiuBPzhAfz4K7MsT8nez%2BPoommbATg6ce3vUlDYa6AQWzAYG61Rn%2BIAB6aUfmB2iM%2B97fPKm12HpMU%7Ctkp%3ABk9SR6DVldWfZQ,,"['£128.55', '£40.17', '£11.25']"
AS NEW EXTRON IPCP PRO 250 XI IPCP PRO XI CONTROL PROCESSOR (P/N: 60-1911-01) (DAMAGED BOX).,None,40,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:06 GMT",As new Extron IPCP Pro 250 xi IPCP Pro xi Control Processor (P/N: 60-1911-01) (Damaged box).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/d77b14fb-70c6-414a-acce-b28101040c46.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-deb25a30-0877-41bf-9bd2-b28000e5fb15,25.00,20.00,,TRUE,TRUE,TRUE,£200.87,£196.85,ebay_sold,https://www.ebay.co.uk/itm/316100671820?_skw=as+extron+ipcp+pro+250+xi+ipcp+pro+xi+control+processor+.&itmmeta=01JKYN5HZVP4NH3WYESACB6G15&hash=item499911794c:g:2N4AAOSwj5pnfG9~&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1d7r%2FDHEDkKL9%2Bj%2BxlXzVIJMy6oaHQBvHl1R99HfOdzQd6jH18c4GikZ0ci2grFS5CQaz8CQLivjDOgDGSpJ9%2BVxRF5vJFtVUdWvgAvLoxcb9U%2FRZq7AkfdG1LmY8ymb9F2G9Phv8uOxC%2FR0%2FMHk0hqqjSLfRHUKXasgoYtkyRC5MTSKpl1iyMWSkGxpbLP6TsLYzsvSDpDORMSN0YtaCSmtbLc5zvL0D4sUWZI%2FpBW128qhSLrIX9eHWnnqrRS%2B7ALD6BA5E9hZXsWbYuQy%2B%2FVjcUmza0PJlVSztdyYpVTIQ%3D%3D%7Ctkp%3ABk9SR4CgltWfZQ,,"['£522.26', '£400.93', '£112.49', '£200.87', '£400.93']"
AS NEW GOPRO HERO 4K ACTION CAMERA (BOX SEALED) (EAN: 810116381869).,45,50,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:08 GMT",As new GoPro Hero 4K Action Camera (Box sealed) (EAN: 810116381869).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/62efbe18-004e-42d6-85c2-b28101041181.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-9df6e005-1f95-45f3-bb5f-b28000e5fe9a,25.00,20.00,,TRUE,TRUE,TRUE,£132.57,£129.92,ebay_sold,https://www.ebay.co.uk/itm/116389588382?_skw=as+gopro+hero+4k+action+camera+.&itmmeta=01JKYN5P8NF9MRXN2EZ987EMNJ&hash=item1b195c2d9e:g:ziEAAOSwBB5nM6XI&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1e799E9x2ZO2ovJhRFEQS5OgvEK9f1zbA7resiGQeX1S6Frms2NL2aL118Bu7e73n4s8z7KKFRfS9ZN5gM4BSFrkycu%2Ba7RlJ%2FJ4QwFOmCmGpMACZrZNaKdH0CidDbNWvgXzl4%2B0ledWXWbcNlHY6t3pf11htChx2QlNaevzRLH%2BPysM%2FnWiot67kE0iKNL3qaRXOXfmrLoI2zDLyJc54qQL1E5k%2B%2FjVz5bhu9C%2BK6lCxbCScfaAjvaNQ%2FJapYjgS1SLjO0ycENdGLLJyT%2FlAoFJyWC%2FsWLOPorWBt%2FuDJhJFuB3%2FTLEEGSxlHr%2F7EQ8%2Bg%3D%7Ctkp%3ABk9SR7zkltWfZQ,,"['£56.23', '£64.27', '£56.23', '£132.57', '£124.53', '£104.44', '£120.48', '£40.17']"
"AS NEW IPAD 8TH GEN 10.2"" (WI-FI + CELLULAR/ A2429) 32GB IN SPACE GREY (EAN: 190199808980) (SEALED,",60,65,50 GBP - 70 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:08 GMT","As new iPad 8th Gen 10.2"" (Wi-Fi + Cellular/ A2429) 32GB in Space Grey (EAN: 190199808980) (Sealed, some damage to packaging) and an as new Tucano Up Plus Folio Case (EAN: 8020252116320).",['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/9f27b737-b546-453d-8a1e-b28101041212.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-320b424c-9303-4da1-b124-b28000e5ff10,25.00,20.00,,TRUE,TRUE,TRUE,£3.99,£3.91,ebay_sold,https://www.ebay.co.uk/itm/355618007637?_skw=as+ipad+8th+gen+10.2%22+32gb+in+space+grey+%28sealed%2C&itmmeta=01JKYN5VNDG963B0CXH7G289NQ&hash=item52cc7c2a55:g:OwwAAOSwXzVgZkmp&itmprp=enc%3AAQAKAAABEFkggFvd1GGDu0w3yXCmi1dgLz4XGzVvPm%2FDI7s8RXPoTiaBSGEzUwOc8szT7vXKbb13Vs2Gx0Jv6GuRLN6%2FX0H7ZC4Wu7l71XiRT4GL%2BX8M%2FIfmsZmZ7dCePUp2bE1%2BrB5n1angGRT%2FbSv9ZQ5Choj3MiihhgAHPcoLzEXQ0LH5siPi9CoTZNNgpsnmxtOnYFLxrZRQu6cn2z044gqDC5zk66yOb20lFJeTXT1mRfM4vvPMsM3eBeLcc6La9bqsgAAE0Dy9%2Fz25W8zMOJY9OiBQPp2TTSG6VOyZpODJmgL28%2BK7MLcBCKtaBXbM6dAtQWladRY4Kc7OHDSsYtny0CQ4vDQa6u8%2FK8Q0O7Howlqm%7Ctkp%3ABk9SR-y6l9WfZQ,,"['£5.76', '£6.99', '£141.85', '£3.99', '£7.99', '£4.90', '£2.89', '£156.58']"
"AS NEW DELL INSPIRON 15 3520 LAPTOP WITH INTEL CORE I3-1215U, INTEL UHD GRAPHICS, 8GB RAM, 256GB SSD",50,55,50 GBP - 70 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:09 GMT","As new Dell Inspiron 15 3520 Laptop with Intel Core i3-1215U, Intel UHD Graphics, 8GB RAM, 256GB SSD, Windows 11 Home (Box open. UK charger included) (EAN: 5397184852491 S/N: 5NTN754).",['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/d1ca562b-75ab-40e4-b567-b281010413cf.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-d9b4920b-ce7e-43a6-8c48-b28000e600ed,25.00,20.00,,TRUE,TRUE,TRUE,£200.86,£196.84,ebay_sold,https://www.ebay.co.uk/itm/256808994857?_skw=as+dell+inspiron+15+3520+laptop+with+intel+core+i3-1215u%2C+intel+uhd+graphics%2C+8gb+ram%2C+256gb+ssd&itmmeta=01JKYN60E28KP943SXKZ810PP5&hash=item3bcb024829:g:NGAAAOSwt3tnpomF&itmprp=enc%3AAQAKAAABQFkggFvd1GGDu0w3yXCmi1d%2FpbRGj1EE9rQhkUcZndGG1mOhi255%2BoETMjKgYptokNWDR3OGS1%2BzOHeMKDQagsgyJx1fAgOCXmoX6I2Ho4DvvsM48e4uYgTLqJpHvfeQ3cevrVOwwe9Q%2FiXoRVj1BEkKo026UOGHaUGDimmZxlYCmiqje43buUdPI6oBTmjLsZy76YGhaiDIVqTwyzOgdWFkzYuZ%2BMnD0r0RY3LzLjKGOQo0prHB9Cn74Hp8biupGJ%2BnNkPStKI%2Ba%2F4ceKssruFAtEdw0U%2BhmueO5qspWh9z%2FQb%2B%2BggDc4EchRHlIkNVxcdb%2FFNCGbRW15pyFtugA%2BglUk7WkgIV4rE%2BeC2oopCkzmZ3UExPuoU2fEx--YrAxTqN1O%2FaoIu2CwC9cWTzyK%2F%2BS8S9Xc5BoDKgstFZY4KY%7Ctkp%3ABk9SR5KHmNWfZQ,,"['£186.81', '£160.69', '£216.93', '£361.56', '£200.86', '£280.41', '£145.03', '£192.83']"
"PRE-OWNED ASUS VIVOBOOK GO E1504FA 15.6"" LAPTOP WITH AMD RYZEN 5 7520U PROCESSOR, 8GB RAM, 512 GB SS",40,45,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:09 GMT","Pre-owned ASUS Vivobook Go E1504FA 15.6"" Laptop with AMD Ryzen 5 7520U Processor, 8GB RAM, 512 GB SSD, Windows 10 Home (S/N: R4N0CV09Z916165) (Boxed, no charger included).",['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/db9f7beb-eb34-4a65-92a0-b2810104148e.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-34f65593-e8d4-4fde-878d-b28000e6017d,25.00,20.00,,TRUE,TRUE,TRUE,£369.59,£362.20,ebay_sold,https://www.ebay.co.uk/itm/296646752195?_skw=pre-owned+asus+vivobook+go+e1504fa+15.6%22+laptop+with+amd+ryzen+7520u+processor%2C+8gb+ram%2C+512+gb+ss&itmmeta=01JKYN652VCYQXBADTNJN710G4&hash=item45118637c3:g:SXAAAOSwQ2Nm2a1k&itmprp=enc%3AAQAKAAABIFkggFvd1GGDu0w3yXCmi1f6S1siEEM5ySI0rSVAYEp%2FumjshiLs3t1ObjNbiSO%2BGLUmm6Y18zWV67o8L461hZOHs2SvaynSjsHdXt6Xo%2FR8xE6DOysG1eW3NyTLTGuxdnQztPp1AXR2g7yVKycSqztt2%2FKPcvoaA2dc8wqC40nXuDu5AJI686jtrr3bfoeQz61wrcekajcv3EH1NWux6UiN2ZWgxyjShNVlTHUYY6groSil836pxP9vQBYnk0%2F10HZDlvtF7rDvBTMXWjbf%2FMyoxaBvZ4VD%2Bs0F%2BDzqccoKqDXk0vwoiWstiV2M6N1e2Wjnh0qaC7YZ5bnmyVMO6j8I6Q%2B%2BBjQxCJ%2BZX1aUNgq24HeYsWXMomYUZEJYd3a4oQ%3D%3D%7Ctkp%3ABk9SR8jRmNWfZQ,,"['£366.38', '£353.49', '£417.80', '£369.59', '£176.76', '£321.38', '£474.01', '£292.70']"
AS NEW HP USB-C G5 DOCKING STATION (BOX OPEN) (P/N: 5TW10AA#ABB EURO EAN: 193905208531),25,30,25 GBP - 45 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:11 GMT",As new HP USB-C G5 Docking Station (Box open) (P/N: 5TW10AA#ABB EURO EAN: 193905208531),['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/ff862e85-efb3-4c62-bdbb-b281010418a8.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-f9f0656b-014d-4bc0-972b-b28000e60421,25.00,20.00,,TRUE,TRUE,TRUE,£60.26,£59.05,ebay_sold,https://www.ebay.co.uk/itm/186886333430?_skw=as+hp+usb-c+g5+docking+station&epid=15034147213&itmmeta=01JKYN5DEDRR5Y6JPAJ29DHVD4&hash=item2b834b23f6:g:nb0AAOSwwftnbuVk&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1cRYwhdgh0SS3Ox8gyqgoarePVaMcPrsiiUDjXpMrYiGXBZMiaCTlyNFo7JRb8QaB%2F3bjAj2TcRElDD6FBgOZTDdbXfYL91BlsxxGuCZ%2B1tqeO1IsWkIyqrpQyNSQXrDab6JXged73ehT%2BLuMlpvax6rqJZ74lS%2FbRDCEHNTTU17LKicMU9Nhg60ll42so5tG9bIpbCPNMqRqCLuHXYm%2Bh0qaK0U4kQ%2BtFoGtp1pJdU6rDj8atOZGwerhgD55jUceq1%2BolkPO1pf9FJSkcq8P8E5D9wW%2BKa7T%2BWL7YSWRtctjlBJ7r9F3s88L4iarfsB5c%3D%7Ctkp%3ABk9SR7DXldWfZQ,,"['£36.16', '£16.87', '£67.50', '£60.26', '£40.13', '£17.68', '£36.89', '£39.88']"
AS NEW AMD RYZEN 5 8600G AM5 PROCESSOR (P/N: 100-100001237BOX EAN: 730143316163) (BOX SEALED),45,50,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:11 GMT",As new AMD Ryzen 5 8600G AM5 Processor (P/N: 100-100001237BOX EAN: 730143316163) (Box sealed),['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/aefe1996-c364-4e9b-a3c0-b281010419b5.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-b9cc8e7e-155e-42c4-9752-b28000e604a1,25.00,20.00,,TRUE,TRUE,TRUE,,,ebay_sold,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,,"['£135.79', '£128.55', '£123.73', '£128.55', '£128.55', '£128.55', '£132.57', '£140.61']"
PRE-OWNED LENTEL LNL-1320-S3B DUAL READER INTERFACE MODULE (PACKAGING OPEN) (SOLD AS SEEN).,80,85,80 GBP - 100 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:11 GMT",Pre-owned Lentel LNL-1320-S3B Dual Reader Interface Module (Packaging open) (Sold as seen).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/0681293e-33eb-4538-8075-b28101041ad1.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-20c1c1ff-c8da-4c01-a1a3-b28000e60570,25.00,20.00,,TRUE,TRUE,TRUE,£248.18,£243.22,ebay_sold,https://www.ebay.co.uk/itm/205212858252?_skw=pre-owned+lentel+lnl-1320-s3b+dual+reader+interface+module+.&epid=11053678717&itmmeta=01JKYN5SH2NNGTVRCBA6CH4FRZ&hash=item2fc7a3b78c:g:0SgAAOSw~vdnfpa7&itmprp=enc%3AAQAKAAABIFkggFvd1GGDu0w3yXCmi1cruaDq6yATTENX3iT5w%2BHPiahnES2crPzkAOui5ehnSsIFAjxf%2FBUI12XRgBy9UXFBL3%2F6euvD%2FFkFWsi7q4jNp1nQgAY2zbkGuGhU1SiW3qlO6yuTpa34kXU%2FjvE8YFKzbjKKULiOWp4PMmaXjYnIF7GIKbIY2DdgqKYYcomyGoCkt3nIzdPTifSLny2PlXM57J5h06aLKhiYNtgKU9lovPjFCfSl7P1aUh6nRD1iEZorQzHITy5KhwZ8tTyjLL7T%2BxW49gRvnYlUhRgBpVVmelutICMM1pn1ZwX4xhu6jzCYmkwBvLlrYd%2Fv%2BU9S0%2B7NZAfdG%2Bx4o--OuY%2BCsa7z7TgIu165JvjHCKq591pbWA%3D%3D%7Ctkp%3ABk9SR9KYl9WfZQ,,"['£441.11', '£265.15', '£241.04', '£220.95', '£241.04', '£216.94', '£248.18', '£281.21']"
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:13 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/c1b24347-5d98-4afd-8ee9-b28200c4ab2c.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-0220a5d9-ce6c-43cb-852a-b28000e607e4,25.00,20.00,,TRUE,TRUE,TRUE,£72.31,£70.86,ebay_sold,https://www.ebay.co.uk/itm/296958603235?_skw=as+hid+signo+40+smartcard+reader+.&epid=5051525269&itmmeta=01JKYN68J4WD48XTRQHQ7PRN5Z&hash=item45241cafe3:g:dQAAAOSwIIJnkViS&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cYv%2Bm7U1u7SJx4i6mPtqyxs5Lf6fJhPoyzJ6MzqF3058LM1mDXGcRv5ms8egVCGyee2WTxfeOC2hwNTIkP%2BIUZPNt26gEn8TNb7s9%2BTgvUYInuHnBAcuobKWUxWQ54He1ROuYNfk7Xx%2FpuFqedyezDkD2qLyTWyK2iU8UIrN3a5Gpr0RagVCjAveYjnOW4Z5BUDfXwGk9r2hoJ3RKNEOD%2BDyBKG6c2TQN%2BJUj0n6ZKy%2FqtTsVr6I3bgT%2Fj0PCcBmD0pBxS5fkhYO51aveYGFNX%7Ctkp%3ABk9SR5qJmdWfZQ,,"['£68.29', '£72.31', '£100.43', '£59.46', '£72.31', '£68.29', '£108.47', '£96.42']"
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:13 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/b37a453c-0b82-4522-9d81-b28200c4b277.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-abb6ef0b-1d8d-4720-be78-b28000e60870,25.00,20.00,,TRUE,TRUE,TRUE,£72.31,£70.86,ebay_sold,https://www.ebay.co.uk/itm/296958603235?_skw=as+hid+signo+40+smartcard+reader+.&epid=5051525269&itmmeta=01JKYN68J4WD48XTRQHQ7PRN5Z&hash=item45241cafe3:g:dQAAAOSwIIJnkViS&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cYv%2Bm7U1u7SJx4i6mPtqyxs5Lf6fJhPoyzJ6MzqF3058LM1mDXGcRv5ms8egVCGyee2WTxfeOC2hwNTIkP%2BIUZPNt26gEn8TNb7s9%2BTgvUYInuHnBAcuobKWUxWQ54He1ROuYNfk7Xx%2FpuFqedyezDkD2qLyTWyK2iU8UIrN3a5Gpr0RagVCjAveYjnOW4Z5BUDfXwGk9r2hoJ3RKNEOD%2BDyBKG6c2TQN%2BJUj0n6ZKy%2FqtTsVr6I3bgT%2Fj0PCcBmD0pBxS5fkhYO51aveYGFNX%7Ctkp%3ABk9SR5qJmdWfZQ,,"['£68.29', '£72.31', '£100.43', '£59.46', '£72.31', '£68.29', '£108.47', '£96.42']"
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:13 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/6c92bd95-1dc4-4802-998d-b28200c4bb35.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-53b2faa0-367f-438e-a200-b28000e608d5,25.00,20.00,,TRUE,TRUE,TRUE,£72.31,£70.86,ebay_sold,https://www.ebay.co.uk/itm/296958603235?_skw=as+hid+signo+40+smartcard+reader+.&epid=5051525269&itmmeta=01JKYN68J4WD48XTRQHQ7PRN5Z&hash=item45241cafe3:g:dQAAAOSwIIJnkViS&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cYv%2Bm7U1u7SJx4i6mPtqyxs5Lf6fJhPoyzJ6MzqF3058LM1mDXGcRv5ms8egVCGyee2WTxfeOC2hwNTIkP%2BIUZPNt26gEn8TNb7s9%2BTgvUYInuHnBAcuobKWUxWQ54He1ROuYNfk7Xx%2FpuFqedyezDkD2qLyTWyK2iU8UIrN3a5Gpr0RagVCjAveYjnOW4Z5BUDfXwGk9r2hoJ3RKNEOD%2BDyBKG6c2TQN%2BJUj0n6ZKy%2FqtTsVr6I3bgT%2Fj0PCcBmD0pBxS5fkhYO51aveYGFNX%7Ctkp%3ABk9SR5qJmdWfZQ,,"['£68.29', '£72.31', '£100.43', '£59.46', '£72.31', '£68.29', '£108.47', '£96.42']"
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:13 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/318f28e3-94af-42f5-801c-b28200c4c51c.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-bc77910a-198a-4fb9-89ac-b28000e6094f,25.00,20.00,,TRUE,TRUE,TRUE,£72.31,£70.86,ebay_sold,https://www.ebay.co.uk/itm/296958603235?_skw=as+hid+signo+40+smartcard+reader+.&epid=5051525269&itmmeta=01JKYN68J4WD48XTRQHQ7PRN5Z&hash=item45241cafe3:g:dQAAAOSwIIJnkViS&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cYv%2Bm7U1u7SJx4i6mPtqyxs5Lf6fJhPoyzJ6MzqF3058LM1mDXGcRv5ms8egVCGyee2WTxfeOC2hwNTIkP%2BIUZPNt26gEn8TNb7s9%2BTgvUYInuHnBAcuobKWUxWQ54He1ROuYNfk7Xx%2FpuFqedyezDkD2qLyTWyK2iU8UIrN3a5Gpr0RagVCjAveYjnOW4Z5BUDfXwGk9r2hoJ3RKNEOD%2BDyBKG6c2TQN%2BJUj0n6ZKy%2FqtTsVr6I3bgT%2Fj0PCcBmD0pBxS5fkhYO51aveYGFNX%7Ctkp%3ABk9SR5qJmdWfZQ,,"['£68.29', '£72.31', '£100.43', '£59.46', '£72.31', '£68.29', '£108.47', '£96.42']"
