title,url,image_url
As new Shuttle XPC Nano NC10U Intel Celeron 4205U Barebone PC (EAN: 887993001975).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-0a69f50b-d3e1-4582-990e-b28000e60ab1,
As new Steelseries Arctis Nova 7 Wireless Gaming Headset (EAN: 5707119041294).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-1597b055-e76c-4ce4-bc65-b28000e60b2f,
As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-8c91e3c9-58a2-457b-9520-b28000e60dd2,
As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-e75436d2-af36-4eac-9fe2-b28000e60e5b,
As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-431e35c8-cc0c-40e2-be2f-b28000e60ec1,
As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-43c1fcc1-93cd-475d-a497-b28000e60f3c,
As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-5f54c00f-4856-4878-821d-b28000e60fcc,
"As new Juniper Mist AP63E-WW Wi-Fi 6 Outdoor Access Point (P/N: AP63E-WW-98649) (Box open, some dama",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-3f3b0c4a-f714-4d19-944f-b28000e61050,
"As new Dell 24"" Video Conferencing Monitor (P/N: P2424HEB) (Box open).",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-25923c54-8c52-4a15-849c-b28000e610bc,
Sixteen as new Canon PG-540 Black & CL-541 Colour Ink Cartridge + Photo Paper Value Packs (EAN: 8714,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-c741cd40-5952-40da-aa48-b28000e612d2,
As new Zebra ZD22042-D0EG00EZ Direct Thermal Pinter (Box sealed).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-81e4586b-bc9f-4b05-a732-b28000e61343,
As new Crestron HD-RX-4KZ-101DM Lite 4K60 4:4:4 Receiver (P/N: 6511813).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-f4b7e1fa-1788-4db4-88be-b28000e613ba,
As new Crestron HD-RX-4KZ-101DM Lite 4K60 4:4:4 Receiver (P/N: 6511813).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-ff35f7a8-63e9-40e0-94b9-b28000e6142b,
As new Crestron HD-RX-4KZ-101DM Lite 4K60 4:4:4 Receiver (P/N: 6511813).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-5aa5b288-4a8c-48a6-a551-b28000e6149c,
As new Crestron HD-RX-4KZ-101DM Lite 4K60 4:4:4 Receiver (P/N: 6511813).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-a93aefdd-7201-401f-9ffe-b28000e6150b,
As new Ruckus ZoneDirector 1200 Wireless Controller (P/N: 901-1205-UK00).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-617caceb-7214-495d-acc5-b28000e61592,
As new Ruckus ZoneDirector 1200 Wireless Controller (P/N: 901-1205-UK00).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-319f8507-5bab-455b-9e2c-b28000e615f5,
As new Poly Savi 8210 UC USB-A Headset (P/N: 209213-02).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-1daa376e-66a4-4050-9341-b28000e61679,
As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-8d320acb-38d5-41f5-8005-b28000e616d8,
As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-3ee2d2a6-31c9-4c83-b2a8-b28000e6176a,
As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-ca989ee3-e921-4819-b8f2-b28000e617e1,
As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-558ba0e8-83bd-40f3-9db6-b28000e6186f,
As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-f4e4e345-7b07-46cf-b47f-b28000e618fd,
As new Weidmüller IE-SW-BL05-5TX Unmanaged Network Switch (EAN: 4050118028737).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-5b6bafbd-a978-44e3-9552-b28000e61bc6,
As new WEG SSW07 61A 220-575V Soft Starter Motor Controller (EAN: 7894171148042).,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-723afd2c-590a-4bef-a02f-b28000e54ec8,
"As new Elo 1790L 17"" Open-frame LCD Touchscreen Monitor (P/N: E330225 EAN: 815335025969).",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-6017cffb-e828-44c5-bb2c-b28000e54f35,
"As new Nuvo 9160GC PoE Ruggedized AI Computer (I5-12500TE, DDR5-16GB-WT48-1K) (Box sealed).",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-6a3b5df5-aaed-4240-bac8-b28000e61f7a,
Pre-owned Apple iPhone SE 2 A2296 64GB in Black (Battery health 94%) (https://www.checkmend.com/uk/v,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-09e3cdc5-42be-457f-96c1-b28000e61ffd,
Pre-owned Apple iPhone 14 Pro A2650 512GB in Space Black (Battery health 88% - Face ID Fault) (Check,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-3cc53a96-af3e-472e-ae6a-b28000e62070,
Pre-owned Apple iPhone 14 Pro Max A2894 256GB in Space Black (Battery health 87%) (Checkmend report,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-d276bf67-0141-42af-a6ec-b28000e620ef,
Pre-owned Apple iPhone 14 Pro Max A2894 256GB in Space Black (Battery health 84%) (Checkmend report,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-fc6e32ff-d5db-43c0-b895-b28000e62170,
Pre-owned Apple iPhone 12 A2403 64GB in White (Battery health 100%) (Checkmend report available on r,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-35933909-5a25-4de5-a0f3-b28000e621fd,
Pre-owned iPad Air 4th Gen (Wi-Fi Only/A2316) 64GB in Sky Blue (Battery health 93%) (S/N: FRNJP0D7Q1,https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-262d02c7-4f2a-4175-805d-b28000e625fa,
"Pre-owned Apple iPad Pro 12.9"" (Wi-Fi Only - 3rd Gen) 256GB in Silver (Battery health 87%) (S/N: DLX",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-5635be9c-b3ed-456b-a6f8-b28000e6265d,
"Pre-owned Apple iPad 10.2"" 8th Gen (Wi-Fi Only) 32GB in Gold (Battery health 92%) (S/N: DMQDQ09JQ1GF",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-79711323-45e3-4e36-942a-b28000e626ea,
